precinct,maximum_ticketed_car_type,percentage_maximum_ticketed_car_type,maximum_ticketed_vehicle_color,percentage_maximum_ticketed_vehicle_color,maximum_ticketed_violation_code,maximum_ticketed_violation_definition,maximum_ticketed_plate_type,percent_maximum_ticketed_plate_type,quotas_condition_met,max_tickets_issued_time_of_day,collisions,time
10,Van,31.0,WHITE,49.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,53.0,True,Morning,283.0,6-2015
13,Van,34.0,WHITE,48.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",passenger,50.0,False,Morning,244.0,6-2015
14,Van,39.0,WHITE,57.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",commercial,50.0,True,Afternoon,341.0,6-2015
17,Van,37.0,WHITE,55.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,commercial,48.0,False,Morning,388.0,6-2015
18,Van,35.0,WHITE,53.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,commercial,46.0,True,Afternoon,379.0,6-2015
19,Van,40.0,WHITE,44.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,commercial,48.0,True,Morning,469.0,6-2015
20,Van,33.0,WHITE,42.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,55.0,True,Morning,179.0,6-2015
22,Van,26.0,WHITE,34.0,46.0,"Standing or parking on the roadway side of a vehicle stopped, or parked at the curb.",passenger,60.0,True,Afternoon,11.0,6-2015
23,Suburban,32.0,WHITE,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,68.0,True,Morning,153.0,6-2015
24,Van,29.0,WHITE,40.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,57.0,True,Morning,125.0,6-2015
25,Suburban,33.0,WHITE,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,70.0,True,Morning,240.0,6-2015
26,Suburban,28.0,WHITE,36.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,64.0,True,Morning,69.0,6-2015
28,4 Door Sedan,33.0,GRAY,26.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,73.0,True,Morning,77.0,6-2015
30,Suburban,36.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,78.0,True,Morning,84.0,6-2015
32,Suburban,35.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,True,Morning,124.0,6-2015
33,Suburban,31.0,WHITE,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,68.0,True,Morning,157.0,6-2015
34,Suburban,33.0,WHITE,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,73.0,False,Morning,152.0,6-2015
40,Suburban,38.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,True,Morning,269.0,6-2015
41,Suburban,37.0,WHITE,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,False,Morning,129.0,6-2015
42,Suburban,40.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,124.0,6-2015
43,Suburban,38.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,True,Morning,327.0,6-2015
44,Suburban,40.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,True,Morning,267.0,6-2015
45,4 Door Sedan,38.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,317.0,6-2015
46,Suburban,38.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,True,Morning,199.0,6-2015
47,4 Door Sedan,38.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,291.0,6-2015
48,4 Door Sedan,39.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,True,Morning,217.0,6-2015
49,Suburban,38.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,238.0,6-2015
50,4 Door Sedan,40.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,180.0,6-2015
52,Suburban,38.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,False,Morning,249.0,6-2015
60,Suburban,42.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,True,Morning,178.0,6-2015
61,Suburban,44.0,BLACK,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,88.0,True,Afternoon,294.0,6-2015
62,Suburban,43.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Morning,222.0,6-2015
63,Suburban,43.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,88.0,True,Afternoon,217.0,6-2015
66,Suburban,57.0,GRAY,34.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,86.0,False,Morning,287.0,6-2015
67,Suburban,38.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,335.0,6-2015
68,Suburban,41.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,247.0,6-2015
69,4 Door Sedan,37.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,False,Morning,154.0,6-2015
70,Suburban,42.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Morning,268.0,6-2015
71,Suburban,41.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,199.0,6-2015
72,Suburban,45.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,325.0,6-2015
73,Suburban,39.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,211.0,6-2015
75,Suburban,38.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,488.0,6-2015
76,Suburban,41.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,False,Morning,159.0,6-2015
77,Suburban,39.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,177.0,6-2015
78,Suburban,46.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,220.0,6-2015
79,Suburban,41.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,192.0,6-2015
81,Suburban,41.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,134.0,6-2015
83,Suburban,39.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,198.0,6-2015
84,Suburban,31.0,WHITE,29.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,67.0,False,Morning,311.0,6-2015
88,Suburban,38.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Morning,139.0,6-2015
90,Suburban,49.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,295.0,6-2015
94,Suburban,39.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,209.0,6-2015
100,Suburban,38.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,70.0,6-2015
101,Suburban,36.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,100.0,6-2015
102,4 Door Sedan,42.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,326.0,6-2015
103,4 Door Sedan,43.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,True,Morning,303.0,6-2015
104,Suburban,38.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Morning,379.0,6-2015
105,4 Door Sedan,43.0,GRAY,29.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,87.0,False,Afternoon,600.0,6-2015
106,Suburban,39.0,GRAY,28.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,82.0,False,Afternoon,341.0,6-2015
107,4 Door Sedan,45.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,360.0,6-2015
108,Suburban,35.0,WHITE,26.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,74.0,True,Afternoon,469.0,6-2015
109,Suburban,40.0,WHITE,29.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,75.0,True,Morning,659.0,6-2015
110,Suburban,40.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,77.0,True,Morning,302.0,6-2015
111,Suburban,37.0,GRAY,27.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,80.0,True,Afternoon,414.0,6-2015
112,4 Door Sedan,39.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,True,Morning,314.0,6-2015
113,4 Door Sedan,44.0,GRAY,30.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,87.0,True,Night,357.0,6-2015
114,4 Door Sedan,39.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,True,Morning,445.0,6-2015
115,Suburban,40.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,77.0,True,Morning,310.0,6-2015
120,4 Door Sedan,43.0,GRAY,33.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,93.0,True,Morning,214.0,6-2015
121,Suburban,39.0,GRAY,33.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,91.0,False,Afternoon,330.0,6-2015
122,Suburban,43.0,BLACK,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,93.0,True,Afternoon,330.0,6-2015
123,Suburban,37.0,BLACK,33.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,92.0,False,Morning,155.0,6-2015
1,Van,44.0,WHITE,48.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,commercial,51.0,True,Morning,291.0,7-2015
5,Van,30.0,WHITE,40.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,51.0,True,Afternoon,257.0,7-2015
6,Van,28.0,WHITE,36.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,63.0,True,Morning,145.0,7-2015
7,Suburban,28.0,WHITE,37.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,59.0,True,Afternoon,126.0,7-2015
9,Van,27.0,WHITE,38.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,61.0,True,Morning,151.0,7-2015
10,Van,31.0,WHITE,49.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,52.0,True,Morning,265.0,7-2015
13,Van,35.0,WHITE,49.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",passenger,48.0,True,Morning,252.0,7-2015
14,Van,37.0,WHITE,56.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",commercial,50.0,True,Afternoon,385.0,7-2015
17,Van,33.0,WHITE,55.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,commercial,46.0,True,Morning,348.0,7-2015
18,Van,34.0,WHITE,53.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,commercial,45.0,True,Morning,375.0,7-2015
19,Van,39.0,WHITE,45.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,commercial,48.0,True,Morning,438.0,7-2015
20,Van,31.0,WHITE,43.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,53.0,True,Morning,150.0,7-2015
22,Sedan,27.0,BROWN,26.0,46.0,"Standing or parking on the roadway side of a vehicle stopped, or parked at the curb.",commercial,40.0,True,Evening,2.0,7-2015
23,Suburban,34.0,WHITE,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,66.0,True,Morning,149.0,7-2015
24,Van,29.0,WHITE,41.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,56.0,True,Morning,121.0,7-2015
25,Suburban,32.0,WHITE,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,72.0,True,Morning,216.0,7-2015
26,Suburban,30.0,WHITE,37.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,63.0,True,Morning,87.0,7-2015
28,Suburban,32.0,WHITE,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,71.0,True,Morning,79.0,7-2015
30,Suburban,32.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,78.0,True,Morning,83.0,7-2015
32,Suburban,35.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,True,Morning,128.0,7-2015
33,Suburban,34.0,WHITE,32.0,46.0,"Standing or parking on the roadway side of a vehicle stopped, or parked at the curb.",passenger,68.0,True,Morning,155.0,7-2015
34,Suburban,35.0,WHITE,30.0,46.0,"Standing or parking on the roadway side of a vehicle stopped, or parked at the curb.",passenger,73.0,True,Morning,175.0,7-2015
40,Suburban,36.0,GRAY,26.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,78.0,True,Morning,241.0,7-2015
41,Suburban,38.0,WHITE,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,True,Morning,127.0,7-2015
42,Suburban,41.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,112.0,7-2015
43,Suburban,37.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,True,Morning,320.0,7-2015
44,Suburban,38.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,True,Morning,242.0,7-2015
45,4 Door Sedan,39.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,294.0,7-2015
46,Suburban,36.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,True,Morning,196.0,7-2015
47,4 Door Sedan,38.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,296.0,7-2015
48,Suburban,39.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,True,Morning,222.0,7-2015
49,4 Door Sedan,39.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,245.0,7-2015
50,4 Door Sedan,39.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Morning,156.0,7-2015
52,4 Door Sedan,36.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,True,Morning,251.0,7-2015
60,Suburban,41.0,GRAY,33.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,91.0,True,Afternoon,235.0,7-2015
61,Suburban,42.0,BLACK,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,87.0,True,Afternoon,320.0,7-2015
62,Suburban,40.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,280.0,7-2015
63,4 Door Sedan,42.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,86.0,True,Afternoon,200.0,7-2015
66,Suburban,54.0,GRAY,34.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,86.0,True,Morning,241.0,7-2015
67,Suburban,38.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,313.0,7-2015
68,Suburban,39.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,266.0,7-2015
69,Suburban,38.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,169.0,7-2015
70,4 Door Sedan,41.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Afternoon,260.0,7-2015
71,Suburban,40.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,181.0,7-2015
72,Suburban,44.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,279.0,7-2015
73,Suburban,38.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,208.0,7-2015
75,Suburban,40.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,452.0,7-2015
76,Suburban,41.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,True,Morning,151.0,7-2015
77,Suburban,38.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Morning,188.0,7-2015
78,Suburban,42.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,True,Morning,164.0,7-2015
79,Suburban,41.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,202.0,7-2015
81,Suburban,39.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,104.0,7-2015
